Id,Received_Amount__c
a0FRg000005blALMAY,45673.2
a0FRg000005blAMMAY,45673.2
a0FRg000005blANMAY,45673.2
a0FRg000005blAOMAY,45673.2
a0FRg000005blAPMAY,45673.2
a0FRg000005blARMAY,45673.2
a0FRg000005blASMAY,45673.2
a0FRg000005blATMAY,7.69
a0FRg000005blAUMAY,
a0FRg000005blAVMAY,
a0FRg000005blAWMAY,
a0FRg000005blAXMAY,
a0FRg000005blAYMAY,
a0FRg000005blAZMAY,
a0FRg000005blAaMAI,
a0FRg000005blAbMAI,
a0FRg000005blAcMAI,
a0FRg000005blAdMAI,
a0FRg000005blAeMAI,
a0FRg000005blAfMAI,
a0FRg000005blAgMAI,
a0FRg000005blAhMAI,
a0FRg000005blAiMAI,
a0FRg000005blAjMAI,
a0FRg000005blAkMAI,
a0FRg000005blAlMAI,
a0FRg000005blAmMAI,
a0FRg000005blAnMAI,
a0FRg000005blAoMAI,
a0FRg000005blApMAI,
a0FRg000005blAqMAI,
a0FRg000005blArMAI,
a0FRg000005blAsMAI,
a0FRg000005blAtMAI,
a0FRg000005blAuMAI,
a0FRg000005blAvMAI,
a0FRg000005blAwMAI,
a0FRg000005blAxMAI,
a0FRg000005blAyMAI,
a0FRg000005blAzMAI,
a0FRg000005blB0MAI,
a0FRg000005blB1MAI,
a0FRg000005blB2MAI,
a0FRg000005blIkMAI,
a0FRg000005blIlMAI,
a0FRg000005blImMAI,
a0FRg000005blInMAI,
a0FRg000005blIoMAI,
a0FRg000005blIpMAI,
a0FRg000005blIqMAI,
a0FRg000005blIrMAI,
a0FRg000005blIsMAI,
a0FRg000005blItMAI,
a0FRg000005blIuMAI,
a0FRg000005blIvMAI,
a0FRg000005blIwMAI,
a0FRg000005blIxMAI,
a0FRg000005blIyMAI,
a0FRg000005blIzMAI,
a0FRg000005blJ0MAI,
a0FRg000005blJ1MAI,
a0FRg000005blJ2MAI,
a0FRg000005blJ3MAI,
a0FRg000005blJ4MAI,
a0FRg000005blJ5MAI,
a0FRg000005blJ6MAI,
a0FRg000005blJ7MAI,
a0FRg000005blJ8MAI,
a0FRg000005blJ9MAI,
a0FRg000005blJAMAY,
a0FRg000005blJBMAY,
a0FRg000005blJCMAY,
a0FRg000005blJDMAY,
a0FRg000005blJEMAY,
a0FRg000005blJFMAY,
a0FRg000005blJGMAY,
a0FRg000005blJHMAY,
a0FRg000005blJIMAY,
a0FRg000005blJJMAY,
a0FRg000005blJKMAY,
a0FRg000005blJLMAY,
a0FRg000005blJMMAY,
a0FRg000005blJNMAY,
a0FRg000005blJOMAY,
a0FRg000005blJPMAY,
a0FRg000005blJQMAY,
a0FRg000005blJRMAY,
a0FRg000005blJSMAY,
a0FRg000005blJTMAY,
a0FRg000005blJUMAY,
a0FRg000005blJVMAY,
a0FRg000005blJWMAY,
a0FRg000005blJXMAY,
a0FRg000005blJYMAY,
a0FRg000005blJZMAY,
a0FRg000005blJaMAI,
a0FRg000005bnYMMAY,44727.9
a0FRg000005bpGnMAI,24515000
a0FRg000005bptWMAQ,145297
a0FRg000005bqj7MAA,29235.07
a0FRg000005bqkjMAA,29262
a0FRg000005bqmLMAQ,29262
a0FRg000005bso9MAA,136539.9
a0FRg000005bsplMAA,159590.88
a0FRg000005bsrNMAQ,
a0FRg000005bsszMAA,
a0FRg000005btPFMAY,129652.6
a0FRg000005btQrMAI,129652.6
a0FRg000005btSTMAY,25930.52
a0FRg000005btU5MAI,25930.52
a0FRg000005btVhMAI,25930.52
a0FRg000005btaYMAQ,29028.6
a0FRg000005btgzMAA,223639.5
a0FRg000005btkDMAQ,268367.4
a0FRg000005btlpMAA,44727.9
a0FRg000005btx8MAA,29009
a0FRg000005btyjMAA,145297
a0FRg000005bu1xMAA,29059.4
a0FRg000005bv66MAA,414764.7
a0FRg000005bwLVMAY,165519.5
a0FRg000005bx6HMAQ,164372.3
a0FRg000005byqLMAQ,155464.1
a0FRg000005byrxMAA,186556.92
a0FRg000005bywnMAA,31092.82
a0FRg000005bz01MAA,31092.82
a0FRg000005bzPpMAI,138254.9
a0FRg000005bzRRMAY,138254.9
a0FRg000005c00vMAA,136539.9
a0FRg000005c02XMAQ,136539.9
a0FRg000005c0CDMAY,27307.98
a0FRg000005c0DpMAI,27307.98
a0FRg000005c0FRMAY,27307.98
a0FRg000005c0lhMAA,131325.6
a0FRg000005c0nJMAQ,131325.6
a0FRg000005c1TFMAY,26265.12
a0FRg000005c1WTMAY,26265.12
a0FRg000005c1ZhMAI,26265.12
a0FRg000005dAmGMAU,38077.43
a0FRg000005dFqjMAE,221425.2
a0FRg000005dFsLMAU,221425.2
a0FRg000005dFtxMAE,43836
a0FRg000005dFvZMAU,44285.04
a0FRg000005dGelMAE,142049.9
a0FRg000005dGmnMAE,149012.3
a0FRg000005dGoPMAU,238419.68
a0FRg000005dH1JMAU,145731.6
a0FRg000005dH2vMAE,145731.6
a0FRg000005dH4XMAU,29146.32
a0FRg000005dH69MAE,29146.32
a0FRg000005dH9NMAU,29146.32
a0FRg000005dHR7MAM,824320
a0FRg000005dIgZMAU,224308.4
a0FRg000005dIwfMAE,155929.1
a0FRg000005dIztMAE,155929.1
a0FRg000005dJ37MAE,31185.82
a0FRg000005dJ4jMAE,31185.82
a0FRg000005dJ6LMAU,31185.82
a0FRg000005dJBCMA2,27733.68
a0FRg000005dJKtMAM,131718.4
a0FRg000005dJRJMA2,142049.9
a0FRg000005dJUXMA2,28409.98
a0FRg000005dJW9MAM,28409.98
a0FRg000005dJXlMAM,28409.98
a0FRg000005dJj3MAE,138668.4
a0FRg000005dJkfMAE,138668.4
a0FRg000005dJmHMAU,27733.68
a0FRg000005dJpVMAU,27733.68
a0FRg000005dJr7MAE,136948.3
a0FRg000005dJuLMAU,136948.3
a0FRg000005dJvxMAE,27389.66
a0FRg000005dJxZMAU,27389.66
a0FRg000005dJzBMAU,27389.66
a0FRg000005dK41MAE,337380.2
a0FRg000005dK8sMAE,26343.68
a0FRg000005dKFJMA2,131718.4
a0FRg000005dKIXMA2,26343.68
a0FRg000005dKLlMAM,26343.68
a0FRg000005dLCzMAM,224308.4
a0FRg000005dLGDMA2,44861.68
a0FRg000005dLHpMAM,44861.68
a0FRg000005dLJRMA2,44861.68
a0FRg000005dMPBMA2,144862.4
a0FRg000005dMQnMAM,144862.4
a0FRg000005dMSPMA2,28972.48
a0FRg000005dMU1MAM,28972
a0FRg000005dMnNMAU,28972
a0FRg000005dMqbMAE,165519.5
a0FRg000005dMsDMAU,165519.5
a0FRg000005dMtpMAE,33103.9
a0FRg000005dMvRMAU,33103.9
a0FRg000005dMx3MAE,33103.9
a0FRg000005dOXSMA2,27843.96
a0FRg000005dOh7MAE,154999.1
a0FRg000005dOijMAE,154999.1
a0FRg000005dOkLMAU,30999.82
a0FRg000005dOlxMAE,30999.82
a0FRg000005dOnZMAU,30999.82
a0FRg000005dQ1NMAU,784380.85
a0FRg000005dQB3MAM,139219.8
a0FRg000005dQCfMAM,167063.76
a0FRg000005dQEHMA2,27843.96
a0FRg000005dUg5MAE,137492.8
a0FRg000005dUo9MAE,164991.36
a0FRg000005dUrNMAU,27498.56
a0FRg000005dV5tMAE,27498.56
a0FRg000005dWGTMA2,130932.8
a0FRg000005dWMvMAM,130932.8
a0FRg000005dWTNMA2,26186.56
a0FRg000005dWYDMA2,26186.56
a0FRg000005dXVtMAM,26186.56
a0FRg000005dYyDMAU,150052.3
a0FRg000005dZ33MAE,240083.68
a0FRg000005fymxMAA,134173.8
a0FRg000005gWS3MAM,143320.8
a0FRg000005gWYTMA2,145579.5
a0FRg000005gWa5MAE,145579.5
a0FRg000005gWbhMAE,29115.9
a0FRg000005gWevMAE,29115.9
a0FRg000005gWewMAE,325888.5
a0FRg000005gWgXMAU,29115.9
a0FRg000005gWiAMAU,32938.4
a0FRg000005gWjmMAE,65177.7
a0FRg000005gWlOMAU,27634.68
a0FRg000005gWrpMAE,164692
a0FRg000005gWtRMAU,164692
a0FRg000005gWwfMAE,32938.4
a0FRg000005gWyHMAU,32938.4
a0FRg000005gX4kMAE,27981.8
a0FRg000005gX6LMAU,325888.5
a0FRg000005gX9ZMAU,65177.7
a0FRg000005gXBBMA2,65177.7
a0FRg000005gXCpMAM,157324.1
a0FRg000005gXXmMAM,211113.14
a0FRg000005gXcdMAE,26579.36
a0FRg000005gY7FMAU,251718.56
a0FRg000005gYKBMA2,45263.02
a0FRg000005gYLlMAM,143320.8
a0FRg000005gYNNMA2,28664.16
a0FRg000005gYOzMAM,28664.16
a0FRg000005gYQbMAM,28664.16
a0FRg000005gYTpMAM,139909
a0FRg000005gYVRMA2,139909
a0FRg000005gYX3MAM,27981.8
a0FRg000005gYYfMAM,27981.8
a0FRg000005gYdVMAU,138173.4
a0FRg000005gYf7MAE,165808.08
a0FRg000005gYgjMAE,27634.68
a0FRg000005gZ3KMAU,29402.76
a0FRg000005gZ4vMAE,132896.8
a0FRg000005gZ89MAE,132896.8
a0FRg000005gZBNMA2,26579.36
a0FRg000005gZCzMAM,26579.36
a0FRg000005gZRVMA2,226315.1
a0FRg000005gZT7MAM,226315.1
a0FRg000005gZUjMAM,45263.02
a0FRg000005gZXxMAM,45263.02
a0FRg000005gZcnMAE,150795.1
a0FRg000005gZePMAU,30159.02
a0FRg000005gZrJMAU,147013.8
a0FRg000005gZuXMAU,147013.8
a0FRg000005gZxlMAE,29402.76
a0FRg000005ga0zMAA,29402.76
a0FRg000005gaKLMAY,3290992
a0FRg000005gaQnMAI,157301.1
a0FRg000005gaSPMAY,157301.1
a0FRg000005gaU1MAI,31460.22
a0FRg000005gaVdMAI,31460.22
a0FRg000005gaXFMAY,31460.22
a0FRg000005gadhMAA,143299.8
a0FRg000005gafJMAQ,143299.8
a0FRg000005gagvMAA,28659.96
a0FRg000005gaiXMAQ,28659.96
a0FRg000005gallMAA,28659.96
a0FRg000005gatpMAA,599999.64
a0FRg000005gb3VMAQ,132877.3
a0FRg000005gb57MAA,132877.3
a0FRg000005gb6jMAA,26575.46
a0FRg000005gb8LMAQ,26575.46
a0FRg000005gbBZMAY,26575.46
a0FRg000005gbLFMAY,228544.8
a0FRg000005gbOTMAY,274253.76
a0FRg000005gbQ5MAI,45708.96
a0FRg000005gbRhMAI,45708.96
a0FRg000005gbZmMAI,334291.7
a0FRg000005gcFiMAI,28250.66
a0FRg000005gcSbMAI,152280.8
a0FRg000005gcUDMAY,334291.7
a0FRg000005gcVpMAI,66858.34
a0FRg000005gcXRMAY,66858.34
a0FRg000005gcZ3MAI,66858.34
a0FRg000005gdi1MAA,149908.81
a0FRg000005gdlFMAQ,179919
a0FRg000005gdmrMAA,29987
a0FRg000005gdoTMAQ,29987
a0FRg000005gem9MAA,1696165
a0FRg000005gfBxMAI,1588358
a0FRg000005gfGnMAI,144697.8
a0FRg000005gfOrMAI,141253.3
a0FRg000005gfQTMAY,254255.94
a0FRg000005gg3BMAQ,139501.1
a0FRg000005gg6PMAQ,195301.54
a0FRg000005gg81MAA,27900
a0FRg000005ggfuMAA,45697.92
a0FRg000005gglaMAA,26834.76
a0FRg000005gguPMAQ,26834.76
a0FRg000005ggxdMAA,26834.76
a0FRg000005ghk1MAA,228489.6
a0FRg000005ghldMAA,274187.52
a0FRg000005ghnFMAQ,45697.92
a0FRg000005giRaMAI,67510.62
a0FRg000005gikvMAA,152244
a0FRg000005giplMAA,45673.2
a0FRg000005girNMAQ,45673.2
a0FRg000005gj5uMAA,337553.04
a0FRg000005gjc9MAA,337553.1
a0FRg000005gjdlMAA,67510.62
a0FRg000005gjfNMAQ,67510.62
a0FRg000005hnsFMAQ,154378.8
a0FRg000005hnsGMAQ,22304.93
a0FRg000005hoWYMAY,47523.62
a0FRg000005hqoWMAQ,136824.8
a0FRg000005hsTiMAI,154378
a0FRg000005hsf0MAA,335520.6
a0FRg000005hswkMAA,47523.62
a0FRg000005ht3BMAQ,30875.76
a0FRg000005ht4nMAA,30875.76
a0FRg000005ht6PMAQ,30875.76
a0FRg000005htPlMAI,165181.5
a0FRg000005htSzMAI,165181.5
a0FRg000005htUbMAI,33036.3
a0FRg000005htWDMAY,33036.3
a0FRg000005htZRMAY,
a0FRg000005htb3MAA,
a0FRg000005htmMMAQ,280942.92
a0FRg000005hu5iMAA,29652.58
a0FRg000005hu7LMAQ,32549.82
a0FRg000005huCAMAY,152105.5
a0FRg000005huKDMAY,147556.9
a0FRg000005huLpMAI,206579.66
a0FRg000005huNRMAY,29511.38
a0FRg000005huNSMAY,34414.94
a0FRg000005huX7MAI,796641.44
a0FRg000005hudZMAQ,128253.63
a0FRg000005hufBMAQ,
a0FRg000005huk2MAA,28587.6
a0FRg000005huosMAA,139267.85
a0FRg000005huthMAA,237618.1
a0FRg000005huvJMAQ,237618.1
a0FRg000005huvKMAQ,47523.62
a0FRg000005hv1lMAA,465756.3
a0FRg000005hv50MAA,326178.38
a0FRg000005hv6bMAA,152105.5
a0FRg000005hv8DMAQ,30421.1
a0FRg000005hv9pMAA,30421.1
a0FRg000005hvBRMAY,30421.1
a0FRg000005hvD3MAI,172074.7
a0FRg000005hvGHMAY,172074.7
a0FRg000005hvGIMAY,34414.94
a0FRg000005hvHtMAI,34414.94
a0FRg000005hvMjMAI,162749.1
a0FRg000005hvOLMAY,32549.82
a0FRg000005hvPxMAI,32549.82
a0FRg000005hvRZMAY,162749.1
a0FRg000005hvUnMAI,29652.58
a0FRg000005hvY1MAI,144733.4
a0FRg000005hvZdMAI,
a0FRg000005hvbFMAQ,
a0FRg000005hvcrMAA,
a0FRg000005hveTMAQ,
a0FRg000005hvplMAA,142938
a0FRg000005hvszMAA,171525.6
a0FRg000005hvubMAA,28587.6
a0FRg000005hvwDMAQ,28587.6
a0FRg000005hvxpMAA,28587.6
a0FRg000005hw13MAA,176068.2
a0FRg000005hw2fMAA,197697.52
a0FRg000005hw4HMAQ,
a0FRg000005hw5tMAA,
a0FRg000005hwHBMAY,357446.7
a0FRg000005hwM1MAI,234119.1
a0FRg000005hwNdMAI,46823.82
a0FRg000005hwPFMAY,46823.82
a0FRg000005hwQrMAI,155994.9
a0FRg000005hwU5MAI,155994.9
a0FRg000005hwVhMAI,155994.9
a0FRg000005hwYvMAI,138998.9
a0FRg000005hwdlMAA,
a0FRg000005hwfNMAQ,
a0FRg000005hypFMAQ,2372500
a0FRg000006AFWlMAO,4389000
a0FRg000006AFWmMAO,2194500
a0FRg000006AFWnMAO,2194500
a0FRg000006AFWoMAO,2194500
a0FRg000006AFWpMAO,
a0FRg000006Ala5MAC,
a0FRg000006Ala6MAC,
a0FRg000006Ala7MAC,
a0FRg000006Ala8MAC,
a0FRg000006Ala9MAC,
a0FRg000006AlaAMAS,
a0FRg000006AlaBMAS,
a0FRg000006AlaCMAS,
a0FRg000006AlaDMAS,
a0FRg000006AlaEMAS,
a0FRg000006AlaFMAS,
a0FRg000006AlaGMAS,
a0FRg000006AlaHMAS,
a0FRg000006AlaIMAS,
a0FRg000006AlaJMAS,
a0FRg000006AlaKMAS,
a0FRg000006AlaLMAS,
a0FRg000006AlaMMAS,
a0FRg000006AlaNMAS,
a0FRg000006AlaOMAS,
a0FRg000006AlaPMAS,
a0FRg000006AlaQMAS,
a0FRg000006AlaRMAS,
a0FRg000006AlaSMAS,
a0FRg000006AlaTMAS,
a0FRg000006AlaUMAS,
a0FRg000006AlaVMAS,
a0FRg000006AlaWMAS,
a0FRg000006AlaXMAS,
a0FRg000006AlaYMAS,
a0FRg000006AlaZMAS,
a0FRg000006AlaaMAC,
a0FRg000006AlabMAC,
a0FRg000006AlacMAC,
a0FRg000006AladMAC,
a0FRg000006AlaeMAC,
a0FRg000006AlafMAC,
a0FRg000006AlagMAC,
a0FRg000006AlahMAC,
a0FRg000006AlaiMAC,
a0FRg000006AlajMAC,
a0FRg000006AlakMAC,
a0FRg000006AlalMAC,
a0FRg000006AlamMAC,
a0FRg000006AlanMAC,
a0FRg000006AlaoMAC,
a0FRg000006AlapMAC,
a0FRg000006AlaqMAC,
a0FRg000006AlarMAC,
a0FRg000006AlasMAC,
a0FRg000006AlatMAC,
a0FRg000006AlauMAC,
a0FRg000006Alv3MAC,1610178
a0FRg000006BdllMAC,171876.1
a0FRg000006BdlmMAC,171876.1
a0FRg000006BdlnMAC,51562.83
a0FRg000006BdloMAC,51562.83
a0FRg000006BdlpMAC,51562.83
a0FRg000006BdlqMAC,51562.83
a0FRg000006BdlrMAC,51562.83
a0FRg000006BdlsMAC,51562.83
a0FRg000006BdltMAC,34375.22
a0FRg000006BdluMAC,34375.22
a0FRg000006BdlvMAC,34375.22
a0FRg000006BdlwMAC,34375.22
a0FRg000006BdlxMAC,34375.22
a0FRg000006BdlyMAC,34375.22
a0FRg000006BdlzMAC,34375.22
a0FRg000006Bdm0MAC,68749.61
a0FRg000006Bdm1MAC,
a0FRg000006Bdm2MAC,
a0FRg000006Bdm3MAC,
a0FRg000006Bdm4MAC,
a0FRg000006Bdm5MAC,
a0FRg000006Bdm6MAC,
a0FRg000006Bdm7MAC,
a0FRg000006Bdm8MAC,
a0FRg000006Bdm9MAC,
a0FRg000006BdmAMAS,
a0FRg000006BdmBMAS,
a0FRg000006BdmCMAS,
a0FRg000006BdmDMAS,
a0FRg000006BdmEMAS,
a0FRg000006BdmFMAS,
a0FRg000006BdmGMAS,
a0FRg000006BdmHMAS,
a0FRg000006BdmIMAS,
a0FRg000006BdmJMAS,
a0FRg000006BdmKMAS,
a0FRg000006BdmLMAS,
a0FRg000006BdmMMAS,
a0FRg000006BdmNMAS,
a0FRg000006BdmOMAS,
a0FRg000006BdmPMAS,
a0FRg000006BdmQMAS,
a0FRg000006BdmRMAS,
a0FRg000006BdmSMAS,
a0FRg000006BdmTMAS,
a0FRg000006BdmUMAS,
a0FRg000006BdmVMAS,
a0FRg000006BdmWMAS,
a0FRg000006BdmXMAS,
a0FRg000006BdmYMAS,
a0FRg000006BdmZMAS,
a0FRg000006BdmaMAC,
a0FRg000006I2SvMAK,679560.46
a0FRg000006I2T3MAK,125182.19
a0FRg000006I2T6MAK,122504.8
a0FRg000006I2TAMA0,
a0FRg000006I2TBMA0,
a0FRg000006I2TCMA0,
a0FRg000006I2TDMA0,
a0FRg000006I2TEMA0,
a0FRg000006I2TFMA0,
a0FRg000006I2TGMA0,
a0FRg000006I2THMA0,
a0FRg000006I2TIMA0,
a0FRg000006I2TJMA0,
a0FRg000006I2TKMA0,
a0FRg000006I2TLMA0,
a0FRg000006I2TMMA0,
a0FRg000006I2TNMA0,
a0FRg000006I2TOMA0,
a0FRg000006I2TPMA0,
a0FRg000006I2TQMA0,
a0FRg000006I2TRMA0,
a0FRg000006I2TSMA0,
a0FRg000006I2TTMA0,
a0FRg000006I2TUMA0,
a0FRg000006I2TVMA0,
a0FRg000006I2TWMA0,
a0FRg000006I2TXMA0,
a0FRg000006I2TYMA0,
a0FRg000006I2TZMA0,
a0FRg000006I2TaMAK,
a0FRg000006I2TbMAK,
a0FRg000006I2TcMAK,
a0FRg000006I2TdMAK,
a0FRg000006I2TeMAK,
a0FRg000006I2TfMAK,
a0FRg000006I2TgMAK,
a0FRg000006I2ThMAK,
a0FRg000006I2TiMAK,
a0FRg000006I2TjMAK,
a0FRg000006I2TkMAK,
a0FRg000006I4PtMAK,
a0FRg000006I4PuMAK,
a0FRg000006I4PvMAK,
a0FRg000006I4PwMAK,
a0FRg000006I4PxMAK,
a0FRg000006I4PyMAK,
a0FRg000006I4PzMAK,
a0FRg000006I4Q0MAK,
a0FRg000006I4Q1MAK,
a0FRg000006I4Q2MAK,
a0FRg000006I4Q3MAK,
a0FRg000006I4Q4MAK,
a0FRg000006I4Q5MAK,
a0FRg000006I4Q6MAK,
a0FRg000006I4Q7MAK,
a0FRg000006I4Q8MAK,
a0FRg000006I4Q9MAK,
a0FRg000006I4QAMA0,
a0FRg000006I4QBMA0,
a0FRg000006I4QCMA0,
a0FRg000006I4QDMA0,
a0FRg000006I4QEMA0,
a0FRg000006I4QFMA0,
a0FRg000006I4QGMA0,
a0FRg000006I4QHMA0,
a0FRg000006I4QIMA0,
a0FRg000006I4QJMA0,
a0FRg000006I4QKMA0,
a0FRg000006I4QLMA0,
a0FRg000006I4QMMA0,
a0FRg000006I4QNMA0,
a0FRg000006I4QOMA0,
a0FRg000006I4QPMA0,
a0FRg000006I4QQMA0,
a0FRg000006I4QRMA0,
a0FRg000006I4QSMA0,
a0FRg000006I4QTMA0,
a0FRg000006I4QUMA0,
a0FRg000006I4QVMA0,
a0FRg000006I4QWMA0,
a0FRg000006I4QXMA0,
a0FRg000006I4QYMA0,
a0FRg000006I4QZMA0,
a0FRg000006I4QaMAK,
a0FRg000006I4QbMAK,
a0FRg000006I4QcMAK,
a0FRg000006I4QdMAK,
a0FRg000006I4QeMAK,
a0FRg000006I4QfMAK,
a0FRg000006I4QgMAK,
a0FRg000006I4QhMAK,
a0FRg000006I4QiMAK,
a0FRg000006KWEnMAO,197200
a0FRg000006KWEpMAO,29580
a0FRg000006KWEqMAO,29580
a0FRg000006KWErMAO,29580
a0FRg000006KWEsMAO,29580
a0FRg000006KWEtMAO,29580
a0FRg000006KWEuMAO,29580
a0FRg000006KWEvMAO,19720
a0FRg000006KWEwMAO,19720
a0FRg000006KWExMAO,19720
a0FRg000006KWEyMAO,19720
a0FRg000006KWEzMAO,19720
a0FRg000006KWF0MAO,19720
a0FRg000006KWF1MAO,19720
a0FRg000006KWF2MAO,30595.31
a0FRg000006KWF3MAO,
a0FRg000006KWF4MAO,
a0FRg000006KWF5MAO,
a0FRg000006KWF6MAO,
a0FRg000006KWF7MAO,
a0FRg000006KWF8MAO,
a0FRg000006KWF9MAO,
a0FRg000006KWFAMA4,
a0FRg000006KWFBMA4,
a0FRg000006KWFCMA4,
a0FRg000006KWFDMA4,
a0FRg000006KWFEMA4,
a0FRg000006KWFFMA4,
a0FRg000006KWFGMA4,
a0FRg000006KWFHMA4,
a0FRg000006KWFIMA4,
a0FRg000006KWFJMA4,
a0FRg000006KWFKMA4,
a0FRg000006KWFLMA4,
a0FRg000006KWFMMA4,
a0FRg000006KWFNMA4,
a0FRg000006KWFOMA4,
a0FRg000006KWFPMA4,
a0FRg000006KWFQMA4,
a0FRg000006KWFRMA4,
a0FRg000006KWFSMA4,
a0FRg000006KWFTMA4,
a0FRg000006KWFUMA4,
a0FRg000006KWFVMA4,
a0FRg000006KWFWMA4,
a0FRg000006KWFXMA4,
a0FRg000006KWFYMA4,
a0FRg000006KWFZMA4,
a0FRg000006KWFaMAO,
a0FRg000006KWFbMAO,
a0FRg000006KWFcMAO,
a0FRg000006KWFdMAO,234400
a0FRg000006KWFfMAO,35160
a0FRg000006KWFgMAO,35160
a0FRg000006KWFhMAO,35160
a0FRg000006KWFiMAO,35160
a0FRg000006KWFjMAO,35160
a0FRg000006KWFkMAO,35160
a0FRg000006KWFlMAO,23440
a0FRg000006KWFmMAO,23440
a0FRg000006KWFnMAO,23440
a0FRg000006KWFoMAO,23440
a0FRg000006KWFpMAO,23440
a0FRg000006KWFqMAO,23440
a0FRg000006KWFrMAO,23440
a0FRg000006KWFsMAO,30595.31
a0FRg000006KWFtMAO,
a0FRg000006KWFuMAO,
a0FRg000006KWFvMAO,
a0FRg000006KWFwMAO,
a0FRg000006KWFxMAO,
a0FRg000006KWFyMAO,
a0FRg000006KWFzMAO,
a0FRg000006KWG0MAO,
a0FRg000006KWG1MAO,
a0FRg000006KWG2MAO,
a0FRg000006KWG3MAO,
a0FRg000006KWG4MAO,
a0FRg000006KWG5MAO,
a0FRg000006KWG6MAO,
a0FRg000006KWG7MAO,
a0FRg000006KWG8MAO,
a0FRg000006KWG9MAO,
a0FRg000006KWGAMA4,
a0FRg000006KWGBMA4,
a0FRg000006KWGCMA4,
a0FRg000006KWGDMA4,
a0FRg000006KWGEMA4,
a0FRg000006KWGFMA4,
a0FRg000006KWGGMA4,
a0FRg000006KWGHMA4,
a0FRg000006KWGIMA4,
a0FRg000006KWGJMA4,
a0FRg000006KWGKMA4,
a0FRg000006KWGLMA4,
a0FRg000006KWGMMA4,
a0FRg000006KWGNMA4,
a0FRg000006KWGOMA4,
a0FRg000006KWGPMA4,
a0FRg000006KWGQMA4,
a0FRg000006KWGRMA4,
a0FRg000006KWGSMA4,
a0FRg000006KWGTMA4,194800
a0FRg000006KWGVMA4,29220
a0FRg000006KWGWMA4,29220
a0FRg000006KWGXMA4,29220
a0FRg000006KWGYMA4,29220
a0FRg000006KWGZMA4,29220
a0FRg000006KWGaMAO,29220
a0FRg000006KWGbMAO,19480
a0FRg000006KWGcMAO,19480
a0FRg000006KWGdMAO,19480
a0FRg000006KWGeMAO,19480
a0FRg000006KWGfMAO,19480
a0FRg000006KWGgMAO,19480
a0FRg000006KWGhMAO,19480
a0FRg000006KWGiMAO,30595.31
a0FRg000006KWGjMAO,
a0FRg000006KWGkMAO,
a0FRg000006KWGlMAO,
a0FRg000006KWGmMAO,
a0FRg000006KWGnMAO,
a0FRg000006KWGoMAO,
a0FRg000006KWGpMAO,
a0FRg000006KWGqMAO,
a0FRg000006KWGrMAO,
a0FRg000006KWGsMAO,
a0FRg000006KWGtMAO,
a0FRg000006KWGuMAO,
a0FRg000006KWGvMAO,
a0FRg000006KWGwMAO,
a0FRg000006KWGxMAO,
a0FRg000006KWGyMAO,
a0FRg000006KWGzMAO,
a0FRg000006KWH0MAO,
a0FRg000006KWH1MAO,
a0FRg000006KWH2MAO,
a0FRg000006KWH3MAO,
a0FRg000006KWH4MAO,
a0FRg000006KWH5MAO,
a0FRg000006KWH6MAO,
a0FRg000006KWH7MAO,
a0FRg000006KWH8MAO,
a0FRg000006KWH9MAO,
a0FRg000006KWHAMA4,
a0FRg000006KWHBMA4,
a0FRg000006KWHCMA4,
a0FRg000006KWHDMA4,
a0FRg000006KWHEMA4,
a0FRg000006KWHFMA4,
a0FRg000006KWHGMA4,
a0FRg000006KWHHMA4,
a0FRg000006KWHIMA4,
a0FRg000006KWHJMA4,212600
a0FRg000006KWHLMA4,31890
a0FRg000006KWHMMA4,31890
a0FRg000006KWHNMA4,31890
a0FRg000006KWHOMA4,31890
a0FRg000006KWHPMA4,31890
a0FRg000006KWHQMA4,31890
a0FRg000006KWHRMA4,21260
a0FRg000006KWHSMA4,21260
a0FRg000006KWHTMA4,21260
a0FRg000006KWHUMA4,21260
a0FRg000006KWHVMA4,21260
a0FRg000006KWHWMA4,21260
a0FRg000006KWHXMA4,21260
a0FRg000006KWHYMA4,30595.31
a0FRg000006KWHZMA4,
a0FRg000006KWHaMAO,
a0FRg000006KWHbMAO,
a0FRg000006KWHcMAO,
a0FRg000006KWHdMAO,
a0FRg000006KWHeMAO,
a0FRg000006KWHfMAO,
a0FRg000006KWHgMAO,
a0FRg000006KWHhMAO,
a0FRg000006KWHiMAO,
a0FRg000006KWHjMAO,
a0FRg000006KWHkMAO,
a0FRg000006KWHlMAO,
a0FRg000006KWHmMAO,
a0FRg000006KWHnMAO,
a0FRg000006KWHoMAO,
a0FRg000006KWHpMAO,
a0FRg000006KWHqMAO,
a0FRg000006KWHrMAO,
a0FRg000006KWHsMAO,
a0FRg000006KWHtMAO,
a0FRg000006KWHuMAO,
a0FRg000006KWHvMAO,
a0FRg000006KWHwMAO,
a0FRg000006KWHxMAO,
a0FRg000006KWHyMAO,
a0FRg000006KWHzMAO,
a0FRg000006KWI0MAO,
a0FRg000006KWI1MAO,
a0FRg000006KWI2MAO,
a0FRg000006KWI3MAO,
a0FRg000006KWI4MAO,
a0FRg000006KWI5MAO,
a0FRg000006KWI6MAO,
a0FRg000006KWI7MAO,
a0FRg000006KWI8MAO,
a0FRg000006KWI9MAO,187200
a0FRg000006KWIBMA4,28080
a0FRg000006KWICMA4,28080
a0FRg000006KWIDMA4,28080
